,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
115,False,,[],1111488,en,Fragmentación de un paisaje patagónico,"A Super 8 film found in the street and labeled, “Journey to Port Stanley, 1981”; through cuts, Baca divides the Malvinas landscape more and more, until making the different achieve the category of thing.",22.06,/ylUJ3ckbYBnSDORnKTaiSdxKDKQ.jpg,2023-04-26,Fragment of a Patagonia landscape,False,2.0,1
116,False,/4RexQQJKy1vXntbUdI6lEfP8BB.jpg,[18],982104,en,Bezos,"Bezos chronicles the true-life story of Jeff Bezos-a humble yet awkward entrepreneur on his mission to create Amazon, the world's largest e-commerce company, and turning himself into the richest man in the world.",21.997,/r5ojWbIulYkXPLlqcWDNsBKpslG.jpg,2023-04-27,Bezos,False,0.0,0
117,False,/kTUUiKGKrdRhJsCcYT3Ivtfuuzh.jpg,[18],5156,it,Ladri di biciclette,"Unemployed Antonio is elated when he finally finds work hanging posters around war-torn Rome. However on his first day, his bicycle—essential to his work—gets stolen. His job is doomed unless he can find the thief. With the help of his son, Antonio combs the city, becoming desperate for justice.",17.822,/iPdVqIpmR3bRvOQJPrn4pr2KR3q.jpg,1948-11-24,Bicycle Thieves,False,8.2,2050
118,False,/qHurP5rHZk63ZIcjegKy1M57oC7.jpg,"[35, 9648, 53, 28]",983883,zh,關於我和鬼變成家人的那件事,"A traditional same sex marriage between a human and a ghost.  One day a police officer finds a red wedding envelope, only to find out that the owner of the red envelope is in fact a ghost from the other side asking for the officers hand in marriage before reincarnation. What will happen when a human and a ghost form a special bond?",15.256,/nb9sB3D1AwfrAGffq1ql2RNldHm.jpg,2023-02-10,Marry My Dead Body,False,6.8,6
119,False,/ooXeD2XghNOg4JEb7XQPL3YPE5y.jpg,"[16, 10751, 35]",1008102,en,Rally Road Racers,"Zhi, a rookie race car driver, gets the opportunity to compete against the reigning champion of the rally car circuit. With help from a former driver-turned-mechanic, Zhi must overcome treacherous terrain, rival racers, and unexpected obstacles to prove he has what it takes to be the next great racer.",15.218,/e9L7N5z3qHHgSNUIUuBSaicQvpT.jpg,2023-05-12,Rally Road Racers,False,0.0,0
120,False,/ettsrsfMPZ0nZP1SjgHFEY6n83A.jpg,"[37, 18]",843846,en,Butcher's Crossing,"In the 1870s, a young Harvard dropout seeks his destiny out West by tying his fate to a team of buffalo hunters led by a man named Miller. Together, they embark on a harrowing journey risking life and sanity.",20.856,/qcDUcbISKBmS7euPDkAS6iznQVI.jpg,2023-04-27,Butcher's Crossing,False,0.0,0
121,False,/oJkB8i5lQEo3rcSuYGcDdjbj4Y9.jpg,"[16, 10751, 12]",558090,ru,Яга и книга заклинаний,"The red-haired witch Yaga lives with a cat-inventor and cheerful brownies in a hut in the swamps of the Far Far Away Kingdom and practices magic. In order to learn how to truly conjure, she lacks the Book of Spells, stolen from her many years ago by the evil sorceress Belladonna. Suddenly, fate gives Yaga a chance to get even with the sworn offender, when Princess Sineglazka appears on the threshold of the hut. What is the power of true magic, and who will be the real villain?",20.51,/8Cw05UjWbQ9raUevF81zMTW8m1t.jpg,2023-04-27,Yaga and Spell Book,False,0.0,0
122,False,,"[53, 27]",1105902,es,Los Habitantes,,20.497,/cDk11Icc9Ug0AYZ5kOKWk4RIciu.jpg,2023-04-27,Los Habitantes,False,1.0,1
123,False,/y3gzaSi1ODm8XoFhOBeeyLpv7U9.jpg,"[35, 27]",852438,fr,Coupez !,Things go badly for a small film crew shooting a low-budget zombie movie when they are attacked by real zombies.,15.393,/hBUdnylt2a84PwGIPQcZDkCVB5M.jpg,2022-05-18,Final Cut,False,7.1,282
124,False,/uQtF9k8G3B4u3xpowdiBunsk7Nr.jpg,[99],1089971,en,My Everest,"The film follows Max Stainton-Parfitt, a physically disabled man who sets out to trek to Mount Everest base camp on horseback. As the reality and pain of the trek hits, he is forced to question his original motivations and the meaning behind the journey.",20.405,/5vSlXvo9aP1mEwL2TJY4udeiv6s.jpg,2023-04-27,My Everest,False,6.8,5
125,False,,[10402],1011410,en,The Royal Opera House: The Marriage of Figaro (2022/2023),"Servants Figaro and Susanna are filled with excitement on their wedding day, but there’s a hitch: their employer, the Count Almaviva, has dishonourable intentions of his own towards the bride-to-be.  With more twists than a page boy’s stockings, the story of Mozart’s comic opera will surprise and delight you at every turn. Come for the music and stay for the cross-dressing hilarity, all unfolding over the course of one crazy, topsy-turvy day in the Almaviva household. Antonio Pappano conducts a truly international cast in David McVicar’s timeless production.",20.329,/kjkf40J32qsWLNFpELytJPYiZvR.jpg,2023-04-27,The Royal Opera House: The Marriage of Figaro (2022/2023),False,0.0,0
126,False,,"[18, 10749]",976125,th,รักแรกโคตรลืมยาก,"Tong and his group of friends are in love with the same girl, Lin. Tong is forced to be supervised by another student due to his bad behavior. And his school life changes learning, playing and finding the first love.",20.28,/jZLPotDQ2DYFuLnXy3w5Hn8Yoo6.jpg,2023-04-27,My Precious,False,0.0,0
127,False,/er2JWJRRxbF5O7ChZzuDaOCibFy.jpg,[28],1012267,zh,速命道,,19.957,/r4ebpEbZWHWGF5sioXmoc6cnJOa.jpg,2023-04-27,Red Line,False,0.0,0
128,False,/pMj9d6jITjjo0fLHZX91E6GcdH2.jpg,"[27, 9648]",940417,ja,貞子DX,Bunka Ichijo is a graduate student with an IQ of 200 who tries to investigate the strange deaths happening nationwide after people supposedly watched a cursed video and her younger sister also did the same out of curiosity.,8.524,/8MPOzrgCmuNubirCy58jxsBbCLU.jpg,2022-07-30,Sadako DX,False,4.1,10
129,False,/s5MVkbChPVrTKlJmZlh6dN3T7Hb.jpg,[53],852758,it,Io sono l'abisso,"The Man Who Cleans knows you can find a lot of secrets in trash. People tend to lie but their trash never does. The Man Who Cleans thought he was invisible, until he met the Girl with the Purple Hair Lock. Girl with the Purple Hair Lock breaks into his tidy life because only an evil angel can save her now. Meanwhile, the Huntress knows somebody is killing blonds out there. Nobody believes her, but she knows. What she doesn't know, though, is that evil is hiding behind the green door. The truth lies at the bottom of a dark, deep abyss.",9.862,/grarRx57AFkQGuyY856Ex8RMkQp.jpg,2022-10-27,I Am the Abyss,False,5.8,63
130,False,/8eDwoGeogT0xnSQnhrQPCDpAeQ0.jpg,"[878, 12]",916401,sv,UFO Sweden,"When a foster home placed teenage rebel suspects that her father is not dead but kidnapped by UFOs, she takes help from a UFO association to find out the truth. Together, they embark on a risky adventure that takes them far beyond the laws borders and into a world filled with UFO expeditions, conspiracies and inexplicable phenomena.",19.589,/cjmfpH5tMvhiERNcegHuFI6xN5c.jpg,2022-12-25,UFO Sweden,False,5.9,12
131,False,/9qcXIX4Sjv6oEKLvaLYJTabLqR.jpg,"[27, 53]",1020696,en,Play Dead,"Criminology student Chloe fakes her own death to break into a morgue, in order to retrieve a piece of evidence that ties her younger brother to a crime gone wrong. Once inside, she discovers that a sadistic coroner is using the corpses for his sick and twisted business, and when he realises that Chloe still has a pulse, a terrifying game of cat and mouse ensues.",11.248,/h5bwT8fuE6VIaOslRezwDiL2DxK.jpg,2022-12-09,Play Dead,False,5.9,19
132,False,/mhTbc5GxM3PYSD9Lq4pNoDSIcO0.jpg,"[28, 18]",720557,hi,टाइगर 3,,15.84,/44t0ke4me4KnWeDzOZEwipHxyJ6.jpg,2023-04-28,Tiger 3,False,10.0,1
133,False,/xzK1huawBtivYBqYctOc8yHjUIB.jpg,"[18, 10749, 9648]",946127,fr,Falcon Lake,"Bastien and Chloé spend the summer vacation with their families at a lake cabin in Quebec. Despite the age gap, the two teenagers form a singular bond. Ready to overcome his worst fears to earn a place in Chloé's heart, the holiday becomes a turbulent pivotal moment for the young boy.",9.298,/cEqBxAdTroLJqrLHCQQV4mkOFld.jpg,2022-10-14,Falcon Lake,False,8.1,21
134,False,/cAslsK7BM6UyggSlT5zVZI4hmV7.jpg,"[14, 12]",943344,zh,地底怪物,,19.057,/jwCBQVcY3Xf3BPZEjIeAysLpkNA.jpg,2023-04-27,Underground Monster,False,0.0,0
135,False,,[35],1096597,nl,Zomer in Frankrijk,,18.969,/9XXHZVAT1tiHa7zd36UWjvxbg4h.jpg,2023-04-27,Zomer in Frankrijk,False,0.0,0
136,False,/dUg2WN7CPE5noL3mbFXWcC6IAIU.jpg,"[28, 53]",886436,te,ఏజెంట్,A spy with a mysterious past has to unveil the truth about a dangerous terrorist organization.,18.759,/rTC4LQ7KYRoX5J7hLZ08lDRPWvX.jpg,2023-04-27,Agent,False,0.0,0
137,False,/zSre0UHWLSnDoNrM9F2Go9OXq5G.jpg,[53],921353,en,Wrong Place,"A methamphetamine cook hunts down the former police chief of a small town in order to silence him before he can deliver eyewitness testimony against his family, but ultimately finds himself up against more than he had bargained for.",11.087,/mlEtOQAQVy6eW65sHz3UduvzRK.jpg,2022-07-15,Wrong Place,False,4.5,35
138,False,/onliLR5yjEjh9vvC5zD9SLNrzNF.jpg,"[35, 10749]",982271,en,Book Club: The Next Chapter,"Four best friends take their book club to Italy for the fun girls' trip they never had. When things go off the rails and secrets are revealed, their relaxing vacation turns into a once-in-a-lifetime cross-country adventure.",15.45,/41HsTz7CorbVISVbO5WnFkt3cqo.jpg,2023-05-11,Book Club: The Next Chapter,False,0.0,0
139,False,/41qsnZ4dPAtIA1NPvL6DJK7mHyZ.jpg,[],1093036,th,ฮีโร่ต้มแซ่บ,Plot Unknown,18.043,,2023-04-27,ฮีโร่ต้มแซ่บ,False,0.0,0
140,False,/yfUTW2pYUGU3vK682TZmV95Q6vn.jpg,"[16, 18, 10751]",781816,ja,漁港の肉子ちゃん,"Nikuko is a brash, jolly, scattered, and passionate woman in an otherwise sleepy seaside town in northern Japan. She’s also the single mother of 11-year-old Kikuko, who is her opposite in many ways. Kikuko is a string-bean of a young girl, pensive, quietly curious, and methodical in how she approaches life in this small harbor town.  Nikuko embarrasses Kikuko as any mom of a preteen would, but Nikuko’s bold spirit makes her especially well-known in a town where Kikuko herself wants nothing more than to simply blend in. As Kikuko navigates the everyday social dramas of middle school, enhanced with touches of magical realism from her ever-present imagination, a shocking revelation from the past threatens to uproot the pair’s tender relationship.",13.154,/ceine994qh3wc5KpQoEp3LAGHOS.jpg,2021-06-11,Fortune Favors Lady Nikuko,False,7.1,32
141,False,,[35],1111022,es,The Urgency of Death,"The daughter of the owner of La Plata’s traditional coffee shop “Confitería Ritz” -who worked at Ojeda, Sarti and Santa Lucía pharmacies and now works at Santa Rosa pharmacy- hates living with other people at her home.",17.675,/8tPzfGJM0KRfdG5YDHuzTkgpigT.jpg,2023-04-27,The Urgency of Death,False,2.0,1
142,False,,"[35, 27]",1072341,th,ผีฮา คนเฮ,"From a misunderstood love knot from a beloved woman, Bert, a temple boy, has drowned and turned into a ghost. However, the incident that arose out of resentment, there was an image of a corpse sitting up. post on social media Millions of viewers overnight Until making it interesting for journalists such as Rainie, Pete and Am from Channel 1 News Agency and Thammachat, Ava, Mickey from Channel 4 News Agency, rivals throughout the news. to compete for the number one news coverage When the team has a lot of people The gathering of ghosts thus takes place.",17.511,/88LVYhfPEfuJE7raPOeGlf9X1EL.jpg,2023-04-27,Ghost's News,False,0.0,0
143,False,/sTBY6sbxiVy4NfUHCBKVrxQb6gP.jpg,[53],1053587,es,Fatum,"After receiving a tip-off, compulsive gambler Sergio returns to the betting house trying to recover all the money he has lost , but another gambler bursts into the place with a gun and a gunshot will change his life forever.",17.431,/xzmmJAa3OX302flRxg6fEf18FLL.jpg,2023-04-28,Fatum,False,2.0,1
144,False,,[99],1103457,pt,Dorival Caymmi - Um Homem de Afetos,,17.415,/1yto8MuLQBayafCtgBsp9m389yW.jpg,2023-04-27,Dorival Caymmi - Um Homem de Afetos,False,0.0,0
145,False,,[18],1106057,ko,2퍼센트,"Director Kang Moon-jeong suffered for a long time as an assistant director. After a series of failures, he was told that he was terminally ill.  The moment he was about to give up his dream, something dream-like happened.  That's right, the main actor was cast! And it's a national actor that everyone knows!  While preparing for the movie diligently in such busy but dreamy days, he hears the news of D-1, the start of filming, a bolt from the blue.  The main character of the movie disappeared?!  It can't end like this! Isn't life interesting because there are many variables? Just like a movie!",17.41,/mgXqvlAnpI0a9CGphmR1TKQvn0n.jpg,2023-04-27,2Percent,False,0.0,0
146,False,/y6hjYZb89MEKvh9RmjwqrWx9LW2.jpg,[35],553147,en,Fool's Paradise,"A down-on-his-luck publicist discovers a recently released mental health patient who looks just like a misbehaving movie star. The publicist subs him into a film, creating a new star. But fame and fortune are not all they are cracked up to be.",11.579,/85xDp7A37WsrFbEiAfOwg9xKrH1.jpg,2023-05-12,Fool's Paradise,False,0.0,0
147,False,,[99],929310,en,32 Sounds,"Explores the elemental phenomenon of sound and its power to bend time, cross borders, and profoundly shape our perception of the world around us.",16.849,/iPJkq3W80gVuXyANaLHE31WGfia.jpg,2023-04-28,32 Sounds,False,0.0,0
148,False,/sGGNrDPV8VFJzOTZOcsFiJ45Xp3.jpg,"[28, 80]",987507,ja,バッドシティ,"Kensuke Sonomura directs the legendary Hitoshi Ozawa in this ultimate V-Cinema actioner.  Kaiko City is plagued with poverty and crime. When a corrupt businessman decides to run for mayor and starts eliminating opponents from the rival mafia, a former police captain serving time for murder is secretly released and put in charge of a special task force to arrest him.",11.867,/zjWAjosdXELkaqCnlc1s8FQtIZL.jpg,2022-07-05,Bad City,False,6.3,4
149,False,/9uB4MIZpfaVNe7z0Gz6jiLkRLJX.jpg,[18],952701,fr,Retour à Séoul,"On an impulse to reconnect with her origins, Freddie, 25, returns to South Korea for the first time, where she was born, before being adopted and raised in France. The headstrong young woman starts looking for her biological parents in a country she knows so little about, taking her life in new and unexpected directions.",11.753,/x0bOXCGMxHc4RHeeZQFFLIM6fZJ.jpg,2022-12-02,Return to Seoul,False,5.9,31
150,False,/6x3gB26jlpphUbSxT95bqMElwsr.jpg,[35],555235,en,Sid Is Dead,"The story of a socially invisible high school senior who, after slipping up and getting the school's biggest bully suspended, realizes he may only have two weeks left to experience everything he's ever missed out on.",16.349,/uuOOt61ExUOciki039ODYv6I8Pv.jpg,2023-04-28,Sid Is Dead,False,0.0,0
151,False,/1IniK95ffz3UvPQHC0jKTg9ueuK.jpg,"[10749, 18, 35]",846961,en,One True Loves,"Emma and Jesse are living the perfect life together, until Jesse disappears in a tragic helicopter crash on their first wedding anniversary. Four years later, Emma has found happiness again and is about to marry her best friend when Jesse resurfaces, turning her world upside down and leaving her torn between two great loves.",10.109,/6MF3JvIZkluUijw9rvDKNqPT8kC.jpg,2023-04-07,One True Loves,False,5.5,3
152,False,/2GFm3uLTKh0CHGSxaSOpcUOSXnj.jpg,"[14, 12, 878]",677157,en,The Monsters Without,"When an ancient rogue monster threatens existence, only the scrappy multi-national team P.H.A.S.E. can stop him. But their newest recruit holds a stunning secret. Against impossible odds, this lonely, conflicted, difficult, and altogether human team must band together to save the world.",14.403,/mCH0peC15wIQ7Un1JJ7CO0oZ5Q1.jpg,2023-04-28,The Monsters Without,False,0.0,0
153,False,,"[18, 35]",800104,es,Los buenos modales,,15.863,/k7fAmDcHwfru0dQdJOVF2RzOEvN.jpg,2023-04-28,Los buenos modales,False,2.0,1
154,False,/8XovMFaYtOxd4Xmstj9ZImb1MwL.jpg,"[18, 14]",630220,it,18 regali,"Elisa is only forty when an incurable disease takes her from her husband and their daughter. Before her heart stops, Elisa finds a way to stay close to her: a gift for every birthday up to her adult age, 18 gifts to try to accompany her child's growth year after year.",11.255,/lS7lqDT3NF2LcSPdxXNJY9pMxZ6.jpg,2020-01-02,18 Presents,False,7.5,614
155,False,/wwDwIbXTINgSZPYjrMeM5T239q0.jpg,"[28, 80, 53]",1105803,en,Snag,"An Australian lone wolf's quiet existence is shattered when he learns that the woman he once loved and thought was dead is alive and held captive by ruthless gangsters. Now, to take on this dangerous criminal organization, he must seek out allies and storm into a world of violence to rescue the love of his life in this gritty, modern day violent fairytale.",15.737,/nhj4Q39qMSk6X5Ly9j9Yqyjrg5A.jpg,2023-04-28,Snag,False,2.0,1
156,False,/xXPcwxPNOAXtRFMEppa5bgcc03E.jpg,[27],740049,en,Enys Men,A wildlife volunteer on an uninhabited island off the British coast descends into a terrifying madness that challenges her grip on reality and pushes her into a living nightmare.,15.674,/jqAD5ysjzVI88qQ7wpsaYdGdDtR.jpg,2023-01-12,Enys Men,False,6.4,10
157,False,/nMarvcAcYQUMYugXbYYHv0Cm9XY.jpg,[],1096512,es,Alguien que cuide de mí,,15.403,/rrvyz0iKhv0Q7Hs74fTYFHUENOz.jpg,2023-04-28,Alguien que cuide de mí,False,0.0,0
158,False,,[18],957861,cn,窄路微塵,"During the COVID-19 pandemic, an owner of a cleaning company meets a young mother and her daughter. Would their encounter save each other during the recession of Hong Kong's economy?",9.35,/tD7nDSulrfEKuAdDmWTjiXHnCat.jpg,2022-12-22,The Narrow Road,False,6.0,1
159,False,/2J6RdAjLzrq2e4f6ztw0dW5tZfR.jpg,"[18, 10749]",1037348,ja,わたしの幸せな結婚,"An unhappy young woman from an abusive family is married off to a fearsome and chilly army commander. But the two learn more about each other, love may have a chance.",11.17,/yYbBsAA1eh3hioW4Jm0G775TZk0.jpg,2023-03-17,My Happy Marriage,False,2.0,1
160,False,/hag9edxgL2RgG9FMfqAV0KgjPK0.jpg,[18],803700,it,Le otto montagne,"An epic journey of friendship and self-discovery set in the breathtaking Italian Alps that follows the profound, complex relationship between Pietro from Milan, and Bruno, who grew up in an isolated mountainside village, over four decades.",11.546,/ohD87uTlwOgNuUEYaW82ew9Eds7.jpg,2022-12-21,The Eight Mountains,False,7.9,237
161,False,/y5FnpKxnKXiMt7zoyc0fzBnTa3W.jpg,"[10749, 27, 14, 18]",949701,th,แสงกระสือ 2,"The romantic horror centres on a man born with abnormal genes and a half-demon woman, who both long to be loved.",9.402,/1nG0NyRIJgDVlKHqrsJFWHMnyKo.jpg,2023-03-30,Inhuman Kiss 2,False,5.5,2
162,False,/facKAOS8FlmDXWq0Syri9ER4bbV.jpg,[18],961256,ja,劇場版TOKYO MER～走る緊急救命室～,,14.729,/nsmgXS9OXi2usp0rQd0dLmEuqAb.jpg,2023-04-28,Tokyo MER: Mobile Emergency Room: The Movie,False,0.0,0
163,False,/xafxRToF3AzUDEet6K0Xbn15DUk.jpg,[99],633383,en,Chasing Chasing Amy,"Chasing Chasing Amy examines the complex legacy of Kevin Smith's ""Chasing Amy"" on LGBTQ+ people and its life-saving impact on director Sav Rodgers.",12.523,/g9d9rzApcGfuKqzB9dAHKd6jEY3.jpg,2023-05-01,Chasing Chasing Amy,False,0.0,0
164,False,,"[18, 10749, 14]",1094457,zh,倒数说爱你,"Gu Yuxuan  and Han Shuyan almost had a fated encounter when they were children. After they grew up, the two met again as they are destined to fall in love.  After experiencing the happiness and sweetness of love, they had to face the test of fate together. Can the miracle of love keep them together?",14.811,/ycb1xEgR8SLsYOOpy2928vkP1Ck.jpg,2023-04-28,Yesterday Once More,False,0.0,0
165,False,,[18],1115340,en,The Game,"Sam Hunt, an aspiring basketball champion, trains to defeat his rival, Hugo, in the final of the championships.",10.543,/rDf8ypyDMUeskw18W1jKXJB1eLq.jpg,2023-04-26,The Game,False,0.0,0
166,False,,[27],974927,es,Los olvidados: Cicatrices,"An Anglo-American indie rock band winds up stranded in Epecuén, where their internal conflicts and the bad luck of their tour quickly lose importance before the hell that awaits them.",14.76,/bPvpE3rUjEB8crX0nQjHUB84pTe.jpg,2023-04-27,What the Waters Left Behind: Scars,False,0.0,0
167,False,,"[18, 28]",949698,zh,惊天救援,"A large blast hits the gas pipeline in the industrial park due to a sudden earthquake, which triggers massive explosions and engulfs the neighboring area in flames.  Facing the escalating fire danger, the Fire and Rescue Force quickly reaches the hazardous zone to hold the fire and cut a firebreak, in the meantime, many survivors are pulled out of the rubble. The firefighters are running out of time combating the serial explosions and flash fire, and they are committed to safeguard lives with their own.",14.76,/fwzyL8yZS7V5w4rx12HVGxnFCqJ.jpg,2023-04-28,Flash Over,False,0.0,0
168,False,/nRJIKt5z4b1uQ54FdChBOStGo5.jpg,"[80, 18, 53]",647121,tr,Karanlık Gece,"After 8 years of self-inflicted exile Ishak reluctantly returns to his hometown. There, he must face the demons of his own past and inevitably confront his old community, who is reluctant to uncover its deeply buried sins.  At his mother's funeral Ishak encounters a lovely vagrant by the name of Ferhat. Ishak followers Ferhat and as a result meets Sirma, his daughter who every once in while comes from the city to visit her father. Ferhat and Sirma are, in fact, the father and sister of the young forestry engineer Ali, who had been appointed to the village seven years ago and who suddenly disappeared; Ishak also knew him well. For Ishak, this encounter once again opens up old wounds from seven years ago. So what happened to Ali seven years ago ""That night""? and what does Ishak know about the incident?",13.737,/tUI8KT8FLQrU3NZR0cVwUPPsqMN.jpg,2023-04-28,Black Night,False,0.0,0
169,False,/w09WqUUi0iyNU0PvyxTlnMnFUwj.jpg,"[35, 18, 36, 9648]",977506,fr,Mon Crime,"In 1930s Paris, Madeleine, a pretty, young, penniless and talentless actress, is accused of murdering a famous producer. Helped by her best friend Pauline, a young unemployed lawyer, she is acquitted on the grounds of self-defense. A new life of fame and success begins, until the truth comes out.",10.661,/A1ABwrOmR9rRBOBKfUsYKYpOhDd.jpg,2023-03-08,The Crime Is Mine,False,6.7,112
170,False,,[99],1092125,fr,Geomarkr,"A film that brings two worlds into dialogue: that of the online game GeoGuessr and that of the filmography of Chris Marker, the filmmaker and multimedia artist, deeply fascinated by digital technology and travel.",14.596,,2023-04-27,Geomarkr,False,0.0,0
171,False,,[27],1079837,en,Undeaducated,"So, what might happen if you were stuck late at school when the zombie apocalypse happens? What's going on? Is this all part of some twisted experiment the professor is conducting on the kids? Did the crazy Cook do it? Will they see tomorrow? Well, that's the situation our group of high-schoolers find themselves in, in ""Undeaducated"".",10.483,/mUIn7wI8uKqXXUSyqZq3OgQH1HW.jpg,2023-05-01,Undeaducated,False,0.0,0
172,False,/yNXarQfosBZADXVzdLlvDjsk8aq.jpg,"[18, 35]",914216,en,The Lost King,"An amateur historian defies the academic establishment in her efforts to find King Richard III's remains, which were lost for over 500 years.",9.894,/bvteSajbZguotujz0e4Y8JpgJ1G.jpg,2022-10-07,The Lost King,False,6.5,50
173,False,,[],1092670,mr,महाराष्ट्र शाहीर,"A biopic of Krishnarao Ganpatrav Sable, akka Shahir Sable.",13.776,/AdaBtChX0v8ZIdriMp8HankxJFD.jpg,2023-04-28,Maharashtra Shahir,False,0.0,0
174,False,/jSDjIaEh5vyddxM9mcThQO0mqDV.jpg,"[28, 53]",996154,en,Black Lotus,An ex-special forces operative wages a one man war through the streets of Amsterdam to rescue his friend's daughter from the local crime syndicate.,10.224,/8dwgefVQu2gC0D194DGsaxSYOm5.jpg,2023-04-12,Black Lotus,False,5.0,2
175,False,/esYkiPYktZkQt32zMxpqyW6VdMW.jpg,"[12, 10751, 14, 10402]",818110,de,The Magic Flute,"A seventeen year old travels from London to the Austrian Alps to attend the legendary Mozart boarding school. There, he discovers a centuries-old forgotten passageway into the fantastic world of Mozart's ""The Magic Flute"".",13.518,/A0rKADffll1kdXQYTXNUeZCFvfo.jpg,2022-11-17,The Magic Flute,False,5.0,4
176,False,/q2OuZryTZUJ83xFnMmoyX61qaN1.jpg,[10749],610338,ru,14+: Продолжение,"The story of the growing up of Lyosha, who turned 18 years old. Life asks him more and more difficult questions about love, family, duty and his path than it did at 14. And he, just as then, must answer them himself.",6.077,/bDrMVJddHGeFwa7sGAwPWt8EGMp.jpg,2023-05-11,14+: Continued,False,0.0,0
177,False,/vmHJn96rbCfY04lAot87YsJJjHx.jpg,"[28, 53, 18]",1032302,te,రుద్రంగి,,13.177,/mqls4AP0wQ5x3OjzCfRDUrHVWbd.jpg,2023-04-28,Rudrangi,False,0.0,0
178,False,,"[18, 53, 14]",1114717,en,Moonlight Soul,A young mother dealing with mental health tries to balance her new troubled marriage and attempt to rekindle her relationship with her resentful thirteen-year-old daughter but cannot escape her troubled past.,13.966,,2023-04-28,Moonlight Soul,False,0.0,0
179,False,,"[10751, 10749]",1089953,zh,这么多年,"Chen Jianxia (played by Sun Qian), a girl who lived in a patriarchal environment since she was a child, longs to escape from the oppressive family. She is admitted to Zhenhua Middle School, where she meets the rebellious but kind-hearted boy Li Ran (played by Zhang Xincheng). Li Ran becomes the only light in her life. She is like a forgotten spaceship in the universe, and he is the only answer in the radio that has been silent for many years.",13.92,/elyqg7MuAGY3FnOgCyPwCaVy6EV.jpg,2023-04-28,All These Years,False,0.0,0
180,False,/vFrvZjU6DnJzzIbeeKylilTfyui.jpg,"[18, 14, 10749, 53]",820697,fr,Les Cinq diables,"Vicky lives with her mother Joanne and father Jimmie, a man struggling to find his place. When Vicky's aunt Julia arrives after being released from prison, her presence brings back the past in a violent, magical way.",9.092,/5KZJZ3PlgqfCFMvn7D6yCyIRXAj.jpg,2022-08-31,The Five Devils,False,7.0,76
181,False,,"[35, 18]",816590,ml,പാച്ചുവും അത്ഭുതവിളക്കും,,13.768,/ezCETrJhOnq92BMHQiDWEOdwYtD.jpg,2023-04-28,Pachuvum Athbhuthavilakkum,False,0.0,0
182,False,/839mXfxftpfcHiVO8uc0QzSC0jb.jpg,"[35, 18]",1016084,en,BlackBerry,"Two mismatched entrepreneurs – egghead innovator Mike Lazaridis and cut-throat businessman Jim Balsillie – joined forces in an endeavour that was to become a worldwide hit in little more than a decade. The device that one of them invented and the other sold was the BlackBerry, an addictive mobile phone that changed the way the world worked, played and communicated. But just as BlackBerry was rising to new peaks, it also started losing its way through the fog of Smartphone wars, management indecision and outside distractions, eventually leading to the breakdown of one of the most successful ventures in the history of the tech and business worlds.",10.141,/neV35lK7em4rIY9QIoH1cruErPA.jpg,2023-05-12,BlackBerry,False,0.0,0
183,False,,[],1075228,vi,Chuyện Xóm Tui: Con Nhót Mót Chồng,Plot Unknown,13.165,/6WeBK3ivG5fBAt0RMrJrH0GhBrT.jpg,2023-04-28,Chuyện Xóm Tui: Con Nhót Mót Chồng,False,0.0,0
184,False,/y6QgktGiTkb5JWetAfJVTCLGkUh.jpg,[],1066817,ml,Point Range,,13.158,/1kohz7jskybW3urwW7A7SbOOd4t.jpg,2023-04-28,Point Range,False,0.0,0
185,False,/19mUOYqmA6itFS4rYiIlMsAcIiJ.jpg,"[10402, 10749, 18]",1106253,en,It's All True,"A visual album. A story of falling apart and putting yourself back together again as the world does the same. It is a story about personal death and rebirth, mental health, dealing with the tragedies of the world, queer love and finding community while featuring two of the most important places to the artist, MALINDA- Brooklyn and the west coast of Ireland.",10.846,/2oYq8GZ7hTB2ZTB8QRHLTBXrBNY.jpg,2023-04-30,It's All True,False,0.0,0
186,False,,[27],1085159,tr,Cin Büyüsü,,13.118,/l1DTPaApg6sEqurVBqKCf0hrbeX.jpg,2023-04-28,Cin Büyüsü,False,0.0,0
187,False,,"[28, 18]",1072077,vi,Lật Mặt 6: Tấm Vé Định Mệnh,Plot Unknown,12.862,/9F0L1Ksfe2pqCRIvCdaA7Uvnr9W.jpg,2023-04-28,Lật Mặt 6: Tấm Vé Định Mệnh,False,0.0,0
188,False,/zlHeQg9OTYED2Gm4ZErdvElsUFg.jpg,"[16, 35]",955666,ja,映画クレヨンしんちゃん もののけニンジャ珍風伝,"One day, a woman named Chiyome Hesogakure with a child named Chinzō visits the Nohara family and claims that she is the real mother of Shinnosuke and takes him away to a Ninja Village. In the Ninja Village, the Hesogakure family has been protecting ""the earth's navel"" by blocking it with a pure gold stopper using the ""Mononoke technique"" that has been passed down from generation. If it comes off, the earth will wither, the rotation will stop, and the ""tomorrow"" of the world will be lost! It is up to Shinnosuke to reveal the mystery of his birth and protect the future of the earth and the ""tomorrow"" of his family.",9.628,/mUaSjomGtcVFbOwUgI1xJa5Fgqu.jpg,2022-04-22,Crayon Shin-chan: Mononoke Ninja Chinpūden,False,7.7,6
