,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
10,False,/ceYZCBfwbBwSpGJ6PapNVw5jqLG.jpg,"[16, 18, 12, 14]",916224,ja,すずめの戸締まり,"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",293.279,/vIeu8WysZrTSFb2uhPViKjX9EcC.jpg,2022-11-11,Suzume,False,8.0,182
11,False,/tIX6j3NzadlwGcJ52nuWdmtOQkg.jpg,"[27, 53, 9648]",717728,en,Jeepers Creepers: Reborn,"Forced to travel with her boyfriend to a horror festival, Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, she becomes the center of it while something unearthly has been summoned.",205.007,/aGBuiirBIQ7o64FmJxO53eYDuro.jpg,2022-09-15,Jeepers Creepers: Reborn,False,5.8,744
12,False,/7TUp4uKIaX9c2TAZLPwjty5A0EP.jpg,"[878, 12, 28]",447365,en,Guardians of the Galaxy Volume 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",249.137,/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,2023-05-03,Guardians of the Galaxy Volume 3,False,0.0,0
13,False,/sxQuWAUnyZCSJnjXhcGrCP6ASUy.jpg,"[18, 27, 53]",931954,es,Venus,"Lucía, a club dancer on the run, takes refuge in a sinister building on the outskirts of Madrid where her sister Rocío lives with her daughter Alba.",199.191,/vyQmDx5CF8x9T6WKCLuoFotGpjf.jpg,2022-12-02,Venus,False,5.6,82
14,False,/pr5B7Hb7711QQDirAyS5P7fKjts.jpg,"[53, 28, 27, 12]",760741,en,Beast,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",190.392,/f18rGcLlawKjNC5KRh36S0mvRlY.jpg,2022-08-11,Beast,False,6.8,1077
15,False,/cdOQk4GP5ch5e1HHATFG3NXouPL.jpg,"[10749, 18, 35]",1016121,en,Beautiful Disaster,"Bad-boy Travis is exactly what college freshman Abby needs and wants to avoid. He spends his nights fighting in underground boxing matches, and his days as the ultimate college campus charmer. But Abby wants nothing to do with Travis. Intrigued by Abby’s resistance, Travis offers her a simple bet: if he loses his next fight, he must remain sex-free for a month. If he wins, Abby must live in his apartment for the same amount of time. Either way, Travis has no idea that Abby’s dark past is about to emerge, and he may have finally met his match.",186.873,/aQs2JO5fBfWBqy3cRAJYmgmRSCe.jpg,2023-04-04,Beautiful Disaster,False,6.8,17
16,False,/2ZpwPckspTSY9sVEkjEyatgBWT7.jpg,"[53, 18, 27]",848058,es,Cerdita,A bullied overweight teenager sees a glimpse of hope when her tormentors are brutally abducted by a mesmerizing stranger.,144.586,/pIFeu5gF7ofAxI9NqrWbJAjjKn6.jpg,2022-10-07,Piggy,False,6.7,340
17,False,/qCW1DUmfWj2xLQRCRhrwkQyKROH.jpg,"[14, 28, 12]",455476,en,Knights of the Zodiac,"When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?",185.628,/ixLxaRJrJZoN3pg6tc2RAsheYmV.jpg,2023-04-27,Knights of the Zodiac,False,6.8,6
18,False,/pbMbDlOAkVuvnxovBA2ENin59xH.jpg,"[12, 10751, 14, 10749]",447277,en,The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",150.263,/ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg,2023-05-18,The Little Mermaid,False,0.0,0
19,False,/dnrUa6EXInBVfuPZLMDvkH7bMBi.jpg,[18],855263,en,A Thousand and One,"Struggling but unapologetically living on her own terms, Inez is moving from shelter to shelter in mid-1990s New York City. With her 6-year-old son Terry in foster care and unable to leave him again, she kidnaps him so they can build their life together. As the years go by, their family grows and Terry becomes a smart yet quiet teenager, but the secret that has defined their lives threatens to destroy the home they have so improbably built.",159.682,/9WyipqK3wOf8lJLWqFX0r7aBodm.jpg,2023-03-31,A Thousand and One,False,8.5,10
20,False,/vnPTLSBk95XKdahOaMkTlAck5Rc.jpg,"[28, 18, 10752]",882569,en,Guy Ritchie's The Covenant,"After an ambush, Afghan interpreter Ahmed goes to Herculean lengths to save US Army Sergeant John Kinley's life. When Kinley learns that Ahmed and his family were not given safe passage to America as promised, he must repay his debt by returning to the war zone to retrieve them before the Taliban hunts them down.",113.833,/efe3NMBzhturwBVMWVy1HewVmA2.jpg,2023-04-19,Guy Ritchie's The Covenant,False,8.4,13
21,False,/l2VqHMBEwAYZh6DeAZSlOzAXw7N.jpg,[35],933419,en,Champions,A stubborn and hotheaded minor league basketball coach is forced to train a Special Olympics team when he is sentenced to community service.,100.371,/yVgtsoXyTZBww7SWE4JE1U4Wcel.jpg,2023-03-09,Champions,False,7.1,85
22,False,/kfKW0HBObLAd4Lj27XX5QoLWmGe.jpg,"[35, 27, 14]",649609,en,Renfield,"Having grown sick and tired of his centuries as Dracula's lackey, Renfield finds a new lease on life — and maybe even redemption — when he falls for feisty, perennially angry traffic cop Rebecca Quincy.",113.077,/p6yUjhvNGQpFZilKwOKbxQ1eHlo.jpg,2023-04-07,Renfield,False,6.9,75
23,False,/qElNES0sHVQcbzvGrTx7ccpGzij.jpg,"[878, 28, 18]",842675,zh,流浪地球2,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",145.967,/pR858ihc6Ls9xohpdRJVjV787ml.jpg,2023-01-22,The Wandering Earth II,False,7.6,162
